dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,weather_label
2011-01-31,1,0,1,11,0,1,1,2,0.14285714285714288,0.59,0.22804749030210417,2,46,48,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,12,0,1,1,2,0.163265306122449,0.55,0.12284001410603033,6,62,68,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,13,0,1,1,2,0.14285714285714288,0.59,0.0,2,52,54,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,14,0,1,1,2,0.163265306122449,0.55,0.15786998942047725,1,85,86,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,15,0,1,1,2,0.14285714285714288,0.59,0.15786998942047725,3,41,44,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,16,0,1,1,2,0.14285714285714288,0.56,0.22804749030210417,3,83,86,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,17,0,1,1,2,0.14285714285714288,0.59,0.22804749030210417,6,155,161,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,18,0,1,1,2,0.14285714285714288,0.55,0.2631950158692841,3,153,156,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,19,0,1,1,1,0.2857142857142857,0.61,0.12284001410603033,3,108,111,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,20,0,1,1,3,0.14285714285714288,0.59,0.19301751498765723,0,78,78,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,21,0,1,1,3,0.14285714285714288,0.59,0.10532502644880687,3,53,56,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,22,0,1,1,2,0.14285714285714288,0.59,0.12284001410603033,0,34,34,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-01-31,1,0,1,23,0,1,1,2,0.14285714285714288,0.64,0.10532502644880687,2,15,17,1,0,1,0,1,1,2,0.180833,0.60375,0.187192,42,1459,1501,Berawan
2011-02-01,1,0,2,0,0,2,1,2,0.14285714285714288,0.64,0.12284001410603033,2,6,8,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,1,0,2,1,2,0.14285714285714288,0.69,0.12284001410603033,0,3,3,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,2,0,2,1,2,0.14285714285714288,0.69,0.0,0,2,2,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,3,0,2,1,2,0.14285714285714288,0.69,0.0,0,2,2,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,5,0,2,1,3,0.12244897959183676,0.93,0.0,0,3,3,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,6,0,2,1,3,0.12244897959183676,0.93,0.0,0,22,22,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,7,0,2,1,3,0.14285714285714288,0.93,0.0,0,52,52,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,8,0,2,1,3,0.14285714285714288,0.93,0.0,3,132,135,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,9,0,2,1,2,0.14285714285714288,0.93,0.0,2,114,116,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,10,0,2,1,2,0.14285714285714288,0.93,0.0,0,47,47,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,11,0,2,1,2,0.163265306122449,0.86,0.0,2,49,51,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,12,0,2,1,2,0.1836734693877551,0.86,0.0,2,53,55,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,13,0,2,1,2,0.1836734693877551,0.86,0.0,3,49,52,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,14,0,2,1,2,0.20408163265306123,0.8,0.10532502644880687,5,49,54,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,15,0,2,1,2,0.22448979591836735,0.75,0.0,7,45,52,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,16,0,2,1,2,0.22448979591836735,0.75,0.15786998942047725,3,61,64,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,17,0,2,1,2,0.22448979591836735,0.75,0.0,4,172,176,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,18,0,2,1,2,0.22448979591836735,0.81,0.12284001410603033,3,165,168,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,19,0,2,1,2,0.22448979591836735,0.81,0.15786998942047725,3,105,108,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,20,0,2,1,2,0.20408163265306123,0.87,0.15786998942047725,5,69,74,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,21,0,2,1,2,0.20408163265306123,0.87,0.15786998942047725,0,64,64,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,22,0,2,1,2,0.20408163265306123,0.87,0.10532502644880687,2,34,36,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-01,1,0,2,23,0,2,1,3,0.1836734693877551,0.93,0.22804749030210417,1,15,16,1,0,2,0,2,1,2,0.192174,0.829565,0.053213,47,1313,1360,Berawan
2011-02-02,1,0,2,0,0,3,1,3,0.20408163265306123,0.93,0.12284001410603033,0,2,2,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,1,0,3,1,3,0.20408163265306123,0.93,0.22804749030210417,0,3,3,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,2,0,3,1,3,0.20408163265306123,0.93,0.15786998942047725,4,0,4,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,3,0,3,1,3,0.20408163265306123,0.93,0.15786998942047725,0,1,1,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,4,0,3,1,3,0.20408163265306123,0.93,0.33337251675091106,0,1,1,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,5,0,3,1,3,0.20408163265306123,0.93,0.12284001410603033,0,3,3,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,6,0,3,1,3,0.20408163265306123,0.93,0.12284001410603033,1,17,18,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,7,0,3,1,3,0.20408163265306123,0.93,0.2631950158692841,1,48,49,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,8,0,3,1,3,0.20408163265306123,0.93,0.2631950158692841,1,154,155,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,9,0,3,1,2,0.22448979591836735,0.93,0.10532502644880687,4,119,123,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,10,0,3,1,2,0.20408163265306123,1.0,0.0,2,59,61,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,11,0,3,1,2,0.22448979591836735,0.93,0.22804749030210417,5,47,52,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,12,0,3,1,2,0.22448979591836735,0.93,0.2631950158692841,3,61,64,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,13,0,3,1,1,0.326530612244898,0.93,0.19301751498765723,1,74,75,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,14,0,3,1,1,0.36734693877551017,0.82,0.45621253085694136,2,61,63,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,15,0,3,1,1,0.36734693877551017,0.76,0.38603502997531447,10,66,76,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,16,0,3,1,1,0.3469387755102041,0.71,0.3508875044081345,8,95,103,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,17,0,3,1,1,0.3469387755102041,0.53,0.6140825202774186,7,183,190,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,18,0,3,1,1,0.326530612244898,0.42,0.6491124955918656,7,175,182,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,19,0,3,1,1,0.2653061224489796,0.45,0.5789349947102387,3,88,91,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,20,0,3,1,1,0.22448979591836735,0.48,0.6491124955918656,4,71,75,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,21,0,3,1,1,0.20408163265306123,0.47,0.38603502997531447,1,62,63,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,22,0,3,1,1,0.20408163265306123,0.44,0.298224991183731,5,35,40,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-02,1,0,2,23,0,3,1,1,0.1836734693877551,0.44,0.5263900317385682,3,29,32,1,0,2,0,3,1,2,0.26,0.775417,0.264308,72,1454,1526,Berawan
2011-02-03,1,0,2,0,0,4,1,1,0.1836734693877551,0.4,0.5263900317385682,1,11,12,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,1,0,4,1,1,0.1836734693877551,0.44,0.6140825202774186,0,5,5,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,2,0,4,1,1,0.163265306122449,0.43,0.298224991183731,0,2,2,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,3,0,4,1,1,0.163265306122449,0.43,0.298224991183731,0,1,1,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,5,0,4,1,1,0.14285714285714288,0.5,0.3508875044081345,0,2,2,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,6,0,4,1,1,0.14285714285714288,0.43,0.42106500528976143,0,39,39,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,7,0,4,1,1,0.12244897959183676,0.5,0.38603502997531447,1,86,87,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,8,0,4,1,1,0.12244897959183676,0.5,0.42106500528976143,4,184,188,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,9,0,4,1,1,0.14285714285714288,0.47,0.3508875044081345,6,127,133,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,10,0,4,1,1,0.163265306122449,0.43,0.38603502997531447,2,50,52,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,11,0,4,1,1,0.163265306122449,0.43,0.5263900317385682,9,55,64,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,12,0,4,1,1,0.1836734693877551,0.4,0.42106500528976143,2,67,69,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,13,0,4,1,1,0.1836734693877551,0.4,0.49124250617138826,4,47,51,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,14,0,4,1,1,0.20408163265306123,0.37,0.45621253085694136,4,43,47,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,15,0,4,1,1,0.20408163265306123,0.37,0.38603502997531447,4,56,60,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,16,0,4,1,1,0.20408163265306123,0.37,0.298224991183731,5,73,78,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,17,0,4,1,1,0.1836734693877551,0.4,0.22804749030210417,5,170,175,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,18,0,4,1,1,0.1836734693877551,0.4,0.19301751498765723,2,145,147,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,19,0,4,1,1,0.1836734693877551,0.4,0.0,4,92,96,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,20,0,4,1,1,0.1836734693877551,0.47,0.10532502644880687,1,108,109,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,21,0,4,1,1,0.163265306122449,0.55,0.12284001410603033,1,53,54,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,22,0,4,1,1,0.163265306122449,0.51,0.10532502644880687,2,39,41,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-03,1,0,2,23,0,4,1,1,0.1836734693877551,0.47,0.12284001410603033,4,34,38,1,0,2,0,4,1,1,0.186957,0.437826,0.277752,61,1489,1550,Cerah
2011-02-04,1,0,2,0,0,5,1,2,0.1836734693877551,0.44,0.0,3,10,13,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,1,0,5,1,2,0.14285714285714288,0.59,0.0,0,7,7,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,2,0,5,1,2,0.12244897959183676,0.63,0.12284001410603033,0,1,1,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,3,0,5,1,2,0.12244897959183676,0.63,0.12284001410603033,0,1,1,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,5,0,5,1,2,0.12244897959183676,0.63,0.15786998942047725,0,7,7,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,6,0,5,1,2,0.14285714285714288,0.55,0.0,2,26,28,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,7,0,5,1,1,0.12244897959183676,0.59,0.0,0,87,87,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,8,0,5,1,1,0.12244897959183676,0.74,0.15786998942047725,3,217,220,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,9,0,5,1,2,0.14285714285714288,0.8,0.15786998942047725,3,124,127,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,10,0,5,1,2,0.1836734693877551,0.51,0.15786998942047725,5,46,51,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,11,0,5,1,1,0.20408163265306123,0.51,0.19301751498765723,3,61,64,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,12,0,5,1,2,0.22448979591836735,0.48,0.19301751498765723,8,78,86,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,13,0,5,1,2,0.2448979591836735,0.5,0.2631950158692841,9,73,82,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,14,0,5,1,2,0.2653061224489796,0.45,0.19301751498765723,15,76,91,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,15,0,5,1,2,0.2653061224489796,0.48,0.298224991183731,9,81,90,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,16,0,5,1,2,0.2857142857142857,0.42,0.2631950158692841,8,91,99,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,17,0,5,1,2,0.2448979591836735,0.56,0.15786998942047725,10,195,205,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,18,0,5,1,2,0.22448979591836735,0.6,0.12284001410603033,3,152,155,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,19,0,5,1,2,0.22448979591836735,0.65,0.15786998942047725,1,102,103,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,20,0,5,1,2,0.22448979591836735,0.65,0.19301751498765723,2,69,71,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,21,0,5,1,2,0.22448979591836735,0.7,0.19301751498765723,2,41,43,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,22,0,5,1,2,0.22448979591836735,0.65,0.19301751498765723,1,45,46,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-04,1,0,2,23,0,5,1,2,0.22448979591836735,0.7,0.15786998942047725,1,30,31,1,0,2,0,5,1,2,0.211304,0.585217,0.127839,88,1620,1708,Berawan
2011-02-05,1,0,2,0,0,6,0,2,0.22448979591836735,0.7,0.19301751498765723,3,36,39,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,1,0,6,0,2,0.22448979591836735,0.65,0.19301751498765723,1,17,18,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,2,0,6,0,2,0.22448979591836735,0.75,0.19301751498765723,5,12,17,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,3,0,6,0,2,0.22448979591836735,0.75,0.19301751498765723,1,10,11,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,4,0,6,0,3,0.20408163265306123,0.93,0.15786998942047725,0,8,8,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,5,0,6,0,3,0.1836734693877551,1.0,0.10532502644880687,0,9,9,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,6,0,6,0,3,0.1836734693877551,1.0,0.0,0,4,4,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,7,0,6,0,3,0.20408163265306123,0.93,0.10532502644880687,0,4,4,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,8,0,6,0,3,0.1836734693877551,1.0,0.10532502644880687,0,10,10,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,9,0,6,0,3,0.1836734693877551,1.0,0.10532502644880687,3,17,20,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,10,0,6,0,3,0.1836734693877551,1.0,0.15786998942047725,3,31,34,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,11,0,6,0,3,0.20408163265306123,1.0,0.15786998942047725,1,46,47,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,12,0,6,0,3,0.20408163265306123,1.0,0.19301751498765723,10,42,52,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,13,0,6,0,3,0.20408163265306123,1.0,0.19301751498765723,10,62,72,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,14,0,6,0,3,0.20408163265306123,1.0,0.0,5,50,55,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,15,0,6,0,3,0.20408163265306123,1.0,0.0,11,49,60,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,16,0,6,0,3,0.20408163265306123,1.0,0.15786998942047725,8,63,71,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,17,0,6,0,2,0.22448979591836735,1.0,0.33337251675091106,14,64,78,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,18,0,6,0,2,0.2653061224489796,0.93,0.5263900317385682,2,81,83,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,19,0,6,0,2,0.2653061224489796,0.93,0.5263900317385682,6,78,84,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,20,0,6,0,1,0.2857142857142857,0.87,0.298224991183731,5,64,69,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,21,0,6,0,1,0.2448979591836735,1.0,0.22804749030210417,3,53,56,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,22,0,6,0,1,0.2448979591836735,0.93,0.15786998942047725,2,43,45,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-05,1,0,2,23,0,6,0,1,0.2448979591836735,0.93,0.2631950158692841,7,52,59,1,0,2,0,6,0,2,0.233333,0.929167,0.161079,100,905,1005,Berawan
2011-02-06,1,0,2,0,0,0,0,1,0.2448979591836735,0.7,0.22804749030210417,2,37,39,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,1,0,0,0,1,0.2448979591836735,0.65,0.49124250617138826,4,40,44,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,2,0,0,0,1,0.2448979591836735,0.6,0.38603502997531447,0,20,20,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,3,0,0,0,1,0.2448979591836735,0.6,0.10532502644880687,3,10,13,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,4,0,0,0,1,0.2448979591836735,0.6,0.42106500528976143,0,2,2,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,5,0,0,0,1,0.2448979591836735,0.6,0.2631950158692841,0,1,1,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,6,0,0,0,1,0.2448979591836735,0.6,0.2631950158692841,0,1,1,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,7,0,0,0,1,0.22448979591836735,0.65,0.19301751498765723,0,8,8,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,8,0,0,0,1,0.22448979591836735,0.65,0.12284001410603033,2,21,23,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,9,0,0,0,1,0.2653061224489796,0.56,0.12284001410603033,7,38,45,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,10,0,0,0,1,0.2857142857142857,0.52,0.298224991183731,15,74,89,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,11,0,0,0,1,0.30612244897959184,0.49,0.298224991183731,28,89,117,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,12,0,0,0,1,0.326530612244898,0.46,0.0,48,126,174,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,13,0,0,0,1,0.326530612244898,0.46,0.0,47,135,182,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,14,0,0,0,1,0.326530612244898,0.46,0.10532502644880687,47,114,161,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,15,0,0,0,1,0.326530612244898,0.46,0.10532502644880687,52,130,182,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,16,0,0,0,1,0.326530612244898,0.49,0.12284001410603033,42,115,157,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,17,0,0,0,1,0.326530612244898,0.46,0.0,24,97,121,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,18,0,0,0,1,0.2857142857142857,0.56,0.19301751498765723,13,65,78,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
2011-02-06,1,0,2,19,0,0,0,1,0.2653061224489796,0.61,0.15786998942047725,1,20,21,1,0,2,0,0,0,1,0.285833,0.568333,0.1418,354,1269,1623,Cerah
